"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing",32578,33402,31611,44480,45442,50468,51281,54014,32713,39288,46723,50321,50815,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products",94017,89642,91585,96775,103537,106910,113800,111903,99747,101671,107312,115876,117794,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing",88715,82366,80801,86476,94253,100974,107620,107324,96090,100905,113332,118159,118196,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",168157,167196,187658,195736,205032,217502,221265,228271,223344,243203,243415,247076,249449,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing",36259,35871,37222,34464,35212,41848,40843,45328,41758,42076,40066,41478,43000,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",107227,115762,122097,117141,113871,111759,103981,75207,40276,75169,89579,101451,111316,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing",72766,68626,68338,70917,83976,90361,107246,104969,106277,106132,109130,110571,115909,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","23","337","    Furniture and related products manufacturing",23909,23740,23174,23613,25707,26511,24827,21144,17370,16675,16860,17830,18619,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","24","339","    Miscellaneous manufacturing",50330,53525,54719,56147,58279,62547,63915,66751,71150,71987,69039,70198,73903,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","25","...","   Nondurable goods manufacturing",543634,538398,563909,606049,639376,685736,709771,705309,725013,746232,769927,801610,799702,812261
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",138090,139780,141665,138507,140327,150872,150214,154930,187115,176987,166237,176904,179395,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","27","313-314","    Textile mills and textile product mills",18330,17731,13659,16270,14968,14610,14157,13176,11269,11440,11056,12091,12516,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",15669,14309,12118,11621,11204,10471,9888,9623,8380,8935,8858,8725,8881,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","29","322","    Paper products manufacturing",41104,41459,39146,40397,39544,44604,42746,38954,45178,42164,40144,39092,39631,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","30","323","    Printing and related support activities",39006,38374,38255,38937,40512,42708,43440,40683,35420,34955,34103,33382,33144,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","31","324","    Petroleum and coal products manufacturing",63680,47119,75863,98153,134115,132588,145408,147988,106833,121603,156321,167346,156389,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","32","325","    Chemical products manufacturing",177190,189975,194009,212348,209413,239594,254308,255764,282481,300547,302722,308488,312252,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","33","326","    Plastics and rubber products manufacturing",50565,49651,49194,49815,49292,50290,49609,44191,48337,49601,50486,55582,57495,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","34","42","  Wholesale trade",580403,578660,606246,658578,710878,764353,806918,820710,767326,809378,845279,899243,929424,966228
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","35","44-45","  Retail trade",630727,652599,685043,709466,750160,776053,775944,756158,741155,765921,787409,824793,860039,899351
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","36","48-49","  Transportation and warehousing",272653,271082,284172,310740,331529,359510,361131,371691,351966,375300,393823,408119,423556,444111
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","37","481","   Air transportation",47617,50550,52630,58131,59339,63989,67708,63333,63056,71312,73357,74290,78561,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","38","482","   Rail transportation",17720,16410,17696,18882,20806,23643,23811,27585,24602,25402,27816,31321,32764,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","39","483","   Water transportation",7951,6868,7945,8293,8590,12168,13542,15565,15390,14662,14391,14129,14865,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","40","484","   Truck transportation",81405,81294,84286,90507,96785,103451,101755,99068,90157,93032,99433,103804,107372,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","41","485","   Transit and ground passenger transportation",17682,18080,19962,21527,22048,24198,24534,25104,25430,26143,27513,27799,28792,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","42","486","   Pipeline transportation",13190,7687,7895,8133,7443,8142,9994,12026,10772,14763,15568,16522,16598,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","43","487-488, 492","   Other transportation and support activities",64431,66886,68529,75689,82959,87850,83364,88792,82122,89282,94763,97787,101098,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","44","493","   Warehousing and storage",22658,23306,25230,29578,33560,36070,36424,40219,40436,40703,40982,42467,43506,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","45","51","  Information",483240,529313,542543,597380,617244,625030,677076,704798,680104,704767,703327,716948,754218,782769
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","46","511","   Publishing industries, except Internet (includes software)",111460,131188,139646,154333,165900,155436,183428,180447,169371,175985,181792,187630,200367,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","47","512","   Motion picture and sound recording industries",62659,68819,65471,71550,59950,64075,72607,82004,89453,105943,104397,109945,113134,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","48","515, 517","   Broadcasting and telecommunications",270463,269400,275708,298806,321054,325386,357469,372105,355790,354369,345426,352924,364165,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","49","518, 519","   Data processing, internet publishing, and other information services",38658,59906,61718,72691,70339,80133,63572,70243,65490,68469,71712,66449,76553,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","50","52, 53","  Finance, insurance, real estate, rental, and leasing",2048213,2134315,2213819,2303907,2512768,2636959,2736543,2663933,2730744,2813201,2912313,3073595,3228858,3367902
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","51","52","   Finance and insurance",779810,794169,824343,847499,944887,1001092,992246,861657,922140,959085,990531,1076308,1153595,1206273
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","52","521-522","    Federal Reserve banks, credit intermediation, and related services",330404,373700,390898,363554,397058,407350,391191,387114,369717,380729,408035,439685,486442,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","53","523","    Securities, commodity contracts, and investments",181323,161732,143462,154458,193543,221480,198810,118827,184486,197158,188114,215586,220839,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","54","524","    Insurance carriers and related activities",251546,240443,268130,306217,328039,347887,375803,325866,342822,350596,364502,383323,404669,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","55","525","    Funds, trusts, and other financial vehicles",16536,18295,21853,23270,26248,24375,26442,29850,25114,30602,29881,37715,41645,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","56","53","   Real estate and rental and leasing",1268404,1340146,1389475,1456408,1567880,1635868,1744297,1802276,1808605,1854116,1921782,1997287,2075263,2161629
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","57","531","    Real estate",1135191,1208109,1261159,1330960,1437940,1485386,1598062,1646036,1665076,1710777,1776282,1840753,1912066,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","58","532-533","    Rental and leasing services and lessors of intangible assets",133213,132037,128316,125448,129940,150482,146235,156240,143529,143339,145500,156534,163197,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","59","54, 55, 56","  Professional and business services",1118478,1150054,1200080,1289171,1388071,1482402,1593964,1684760,1595563,1660666,1741127,1842848,1904293,2015463
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","60","54","   Professional, scientific, and technical services",669593,694419,714856,761368,815496,874056,935414,1017967,966701,987640,1038469,1090305,1117631,1180896
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","64","55","   Management of companies and enterprises",168651,170934,181443,200391,212791,230944,251639,253329,239173,259691,272412,297060,313325,334600
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","65","56","   Administrative and waste management services",280234,284701,303781,327411,359784,377401,406911,413464,389688,413334,430246,455483,473336,499967
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","66","561","    Administrative and support services",254431,257194,274602,298537,329463,348921,375041,381100,356901,372908,394972,418707,435573,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","67","562","    Waste management and remediation services",25802,27507,29179,28874,30321,28480,31871,32364,32787,40426,35273,36776,37763,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","68","61, 62","  Educational services, health care, and social assistance",664983,717705,765992,821842,862601,920777,968444,1042759,1106238,1138539,1174956,1218329,1262232,1313508
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","69","61","   Educational services",85881,92431,99893,109559,113663,122103,130473,140575,153671,159910,165869,171331,174461,180387
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","70","62","   Health care and social assistance",579103,625274,666099,712283,748938,798675,837970,902184,952567,978629,1009087,1046998,1087772,1133121
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","71","621","    Ambulatory health care services",285251,306601,321672,344582,364621,388772,406263,436495,457301,475645,493185,513829,531407,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","72","622-623","    Hospitals and nursing and residential care facilities",243764,265029,285902,306830,319313,341042,359533,388371,415252,420623,433804,448995,463121,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","73","624","    Social assistance",50088,53644,58525,60871,65004,68861,72175,77318,80015,82362,82098,84174,93244,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",352685,374524,391900,418514,436769,463589,483698,486211,474871,491243,509911,540947,565328,598115
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","75","71","   Arts, entertainment, and recreation",90256,97055,103957,110371,114189,121809,128567,131001,129955,134940,137851,145809,153088,163483
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","76","711-712","    Performing arts, spectator sports, museums, and related activities",49917,54690,59586,62617,64486,70652,72473,75568,76193,76160,78003,82252,87155,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","77","713","    Amusements, gambling, and recreation industries",40339,42365,44371,47754,49704,51157,56094,55433,53762,58781,59848,63556,65933,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","78","72","   Accommodation and food services",262429,277469,287943,308143,322579,341779,355132,355211,344916,356303,372060,395138,412241,434632
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","79","721","    Accommodation",79293,81460,82769,90081,95841,101997,109486,108185,94150,97392,105354,111110,116153,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","80","722","    Food services and drinking places",183136,196009,205174,218062,226738,239783,245646,247026,250766,258911,266705,284028,296088,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","81","81","  Other services, except government",235202,251897,250941,262861,274380,286792,291950,293216,291693,294058,300282,315334,327659,342171
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","82","92"," Government",1169311,1239531,1308597,1382980,1450574,1521203,1604114,1685555,1736452,1794006,1818597,1836461,1854541,1883207
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","83","...","  Federal civilian",226563,243882,257825,271008,280476,292325,304978,315841,329885,351745,358099,358405,350216,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","84","...","  Federal military",111829,122217,136865,145579,157605,165835,174986,187830,196378,203280,205635,205748,202033,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","85","...","  State and local",830919,873433,913907,966392,1012493,1063043,1124150,1181885,1210188,1238981,1254863,1272308,1302292,"(NA)"
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","86","11, 21","Natural resources and mining",150061,138947,168759,202526,243629,279094,314223,387045,283736,320310,383520,389767,433320,440293
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","87","42, 44-45","Trade",1211130,1231258,1291289,1368044,1461038,1540406,1582862,1576867,1508481,1575299,1632688,1724036,1789464,1865579
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","88","...","Transportation and utilities",429090,424197,442358,482018,501538,554546,560576,573330,563287,599239,621853,630528,655635,688884
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","89","...","Private goods-producing industries",1856937,1843821,1957067,2121826,2301346,2466318,2563980,2546590,2297816,2388769,2517309,2631691,2731989,2821171
"00998","United States (Metropolitan Portion)"," ","200","Gross domestic product (GDP) by metropolitan area","90","...","Private services-providing industries",6543022,6813263,7098922,7543738,8054408,8510502,8895113,9025874,8950981,9277012,9596458,10062564,10487688,10974389
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","1","...","All industry total",88.735,90.347,92.601,95.906,99.103,101.814,103.448,102.823,100.000,102.125,103.563,105.815,107.791,110.296
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","2","..."," Private industries",88.337,89.923,92.358,96.044,99.627,102.636,104.339,103.359,100.000,102.390,104.138,106.812,109.197,112.106
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",77.077,81.567,85.419,89.897,95.478,102.617,86.975,86.081,100.000,99.798,92.161,88.640,98.851,91.251
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","4","111-112","   Farms",76.148,81.229,84.973,89.990,97.090,100.792,82.034,82.353,100.000,98.849,89.159,82.499,94.341,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","5","113-115","   Forestry, fishing, and related activities",81.203,83.972,88.227,90.821,91.050,108.970,103.954,98.409,100.000,102.689,102.582,112.548,115.238,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","6","21","  Mining",86.694,86.316,74.899,73.727,73.005,80.391,85.319,86.246,100.000,90.835,96.394,108.303,113.810,121.824
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","7","211","   Oil and gas extraction",80.418,86.694,71.097,69.027,67.037,72.860,77.103,78.072,100.000,85.564,89.287,104.508,110.664,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","8","212","   Mining, except oil and gas",120.709,113.926,115.036,114.883,117.650,116.817,117.283,105.957,100.000,104.421,109.622,103.375,107.916,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","9","213","   Support activities for mining",95.013,66.404,67.967,72.439,79.330,105.047,118.571,129.355,100.000,110.822,131.496,138.905,140.592,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","10","22","  Utilities",103.637,105.660,102.014,106.861,100.132,105.999,107.342,108.327,100.000,108.925,110.217,111.060,111.884,111.963
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","11","23","  Construction",131.327,127.325,129.768,134.508,135.042,131.615,126.480,115.213,100.000,95.056,94.367,98.223,100.133,99.558
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","12","31-33","  Manufacturing",87.380,88.200,92.963,99.111,101.583,106.913,110.749,107.895,100.000,105.169,104.763,105.467,106.957,110.686
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","13","...","   Durable goods manufacturing",83.255,84.699,90.736,96.705,103.184,111.096,116.488,115.684,100.000,111.097,117.665,121.159,123.199,126.405
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","14","321","    Wood products manufacturing",118.225,118.911,120.108,117.180,128.970,126.876,131.952,119.310,100.000,100.437,109.762,110.019,102.782,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",135.938,134.389,137.290,147.373,150.359,140.910,141.484,127.454,100.000,99.545,102.123,105.580,104.734,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","16","331","    Primary metals manufacturing",108.683,111.520,107.267,118.149,108.641,99.209,95.431,99.352,100.000,95.136,98.692,121.154,138.720,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","17","332","    Fabricated metal products",122.205,116.334,120.722,125.447,128.302,133.072,138.382,130.315,100.000,109.498,116.021,119.193,117.722,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","18","333","    Machinery manufacturing",103.041,94.974,93.836,103.921,110.883,119.194,124.959,124.793,100.000,109.897,124.684,124.437,119.476,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","19","334","    Computer and electronic products manufacturing",38.274,41.413,51.769,59.196,66.899,78.242,88.349,99.332,100.000,111.865,115.983,119.130,119.654,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing",99.655,99.587,106.411,100.653,101.124,117.452,109.985,118.491,100.000,103.443,99.748,97.311,99.024,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",205.461,232.516,251.104,254.505,267.557,294.295,281.205,217.550,100.000,200.404,255.200,276.664,299.937,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing",83.627,77.638,74.174,75.392,86.638,90.792,106.986,104.478,100.000,99.975,101.756,100.861,103.022,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","23","337","    Furniture and related products manufacturing",160.324,156.180,153.243,164.555,173.271,177.734,160.889,136.927,100.000,100.460,101.549,103.404,107.721,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","24","339","    Miscellaneous manufacturing",72.145,75.310,76.594,80.374,84.200,90.953,92.334,97.663,100.000,102.019,97.804,97.589,101.082,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","25","...","   Nondurable goods manufacturing",93.902,93.794,96.734,103.175,100.396,102.639,104.702,99.609,100.000,99.062,92.094,90.356,91.350,95.504
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",89.716,85.471,87.873,88.861,88.412,97.560,97.619,92.739,100.000,96.067,92.379,89.522,89.693,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","27","313-314","    Textile mills and textile product mills",168.684,161.549,134.465,162.341,142.347,136.193,132.283,125.685,100.000,101.629,87.229,98.674,103.152,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",167.348,154.036,132.139,130.103,128.114,122.082,117.433,116.471,100.000,109.660,107.626,105.731,106.644,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","29","322","    Paper products manufacturing",105.606,108.446,106.599,113.420,109.336,116.192,108.871,94.751,100.000,90.107,85.859,83.518,80.575,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","30","323","    Printing and related support activities",104.952,109.498,109.687,112.659,114.219,116.531,119.730,116.295,100.000,101.009,102.941,101.346,100.300,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","31","324","    Petroleum and coal products manufacturing",81.005,74.209,99.645,111.993,112.129,96.216,97.162,104.800,100.000,86.273,73.119,72.608,77.730,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","32","325","    Chemical products manufacturing",84.502,90.011,90.119,98.174,92.871,102.584,108.645,98.600,100.000,106.261,98.946,95.616,95.016,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","33","326","    Plastics and rubber products manufacturing",121.290,118.043,119.519,125.679,121.784,112.966,114.683,100.526,100.000,105.960,104.258,109.023,109.918,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","34","42","  Wholesale trade",92.320,92.494,97.915,103.186,108.542,112.763,116.599,114.959,100.000,103.036,105.154,108.451,110.101,112.905
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","35","44-45","  Retail trade",95.986,99.589,105.166,106.793,110.314,110.881,107.864,103.251,100.000,102.553,103.360,105.234,107.855,111.352
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","36","48-49","  Transportation and warehousing",88.782,86.090,89.312,98.169,103.804,110.112,108.751,108.511,100.000,105.495,109.016,109.000,109.853,111.037
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","37","481","   Air transportation",75.544,76.154,81.484,97.656,103.592,108.998,116.558,105.869,100.000,109.871,107.994,101.192,104.842,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","38","482","   Rail transportation",104.417,94.133,102.081,107.446,108.716,111.507,110.160,114.770,100.000,101.476,105.179,110.033,109.416,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","39","483","   Water transportation",25.632,19.654,20.094,25.471,33.536,53.715,70.627,83.454,100.000,83.328,94.960,102.033,110.830,"(NA)"
"00998","United States (Metropolitan Portion)"," ","800","Quantity indexes for real GDP by metropolitan area","40","484","   Truck transportation",104.704,103.365,105.447,112.098,115.989,122.498,118.926,112.994,100.000,109.120,117.461,118.851,118.909,"(NA)"
